image_path,original_class,unified_label,unified_class,source,azh_split
data/AZH/train/diabetic/122_1.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/venous/147_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/84_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0027.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/diabetic/25_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/surgical/77_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/no wound/53.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/pressure/72_1.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0017.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/pressure/25_3.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/38_1.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/necrotic-pressure-ulcer-0016.jpg,pressure,1,pressure,Medetec,train
data/Medetec/toes/toes-0023.jpg,toes,0,diabetic,Medetec,train
data/Medetec/venous/leg-ulcers-0092.jpg,venous,3,venous,Medetec,train
data/AZH/train/diabetic/41_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0004.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/pressure/83_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/surgical/54_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/venous/155_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/necrotic-pressure-ulcer-0008.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/153_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/no wound/31.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/surgical/65_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/toes/toes-0041.jpg,toes,0,diabetic,Medetec,train
data/Medetec/diabetic/foot-ulcer-0019.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/surgical/11_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0013.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/26_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/11_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-foot-0029.jpg,pressure,1,pressure,Medetec,train
data/Medetec/toes/toes-0001.jpg,toes,0,diabetic,Medetec,train
data/Medetec/venous/leg-ulcers-0052.jpg,venous,3,venous,Medetec,train
data/AZH/train/BG/42.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/surgical/2_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-neck-004.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/pressure/73_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/BG/47.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/150_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/92_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/healing-pressure-ulcer-0030.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/48_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-3-2.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/venous/69_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0027.jpg,diabetic,0,diabetic,Medetec,train
data/Medetec/pressure/undermining0017.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/81_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/BG/46.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/pressure/48_3.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0020.jpg,venous,3,venous,Medetec,train
data/Medetec/pressure/necrotic-pressure-ulcer-0012.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcer-case-3-11.jpg,venous,3,venous,Medetec,train
data/Medetec/pressure/undermining0010.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/no wound/55.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/9_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/73_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/39_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/surgical/13_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/venous/91_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/surgical/32_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/venous/ischaemic-leg-ulcer-with-tendon-visible.jpg,venous,3,venous,Medetec,train
data/AZH/train/pressure/25_2.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/124_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-3-3.jpg,venous,3,venous,Medetec,train
data/Medetec/diabetic/foot-ulcer-3-4.jpg,diabetic,0,diabetic,Medetec,train
data/Medetec/pressure/sloughy-pressure-ulcer-0032.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/33_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/diabetic/76_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/venous/87_2.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/BG/73.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0066.jpg,venous,3,venous,Medetec,train
data/Medetec/pressure/pressure-ulcer-on-foot-0026.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcer-case-3-8.jpg,venous,3,venous,Medetec,train
data/AZH/train/pressure/93_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/pressure/50_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/surgical/10_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/venous/116_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/33_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/BG/62.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/19_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/undermining0007.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/diabetic/42_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0002.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/pressure/67_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/40_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/6_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/diabetic/37_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/venous/52_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/surgical/73_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/surgical/67_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-foot-0013.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/41_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/undermining0016.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/pressure-ulcer-on-foot-0032.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/92_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/74_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/BG/61.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0028.jpg,venous,3,venous,Medetec,train
data/AZH/train/pressure/74_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/141_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0010.jpg,diabetic,0,diabetic,Medetec,train
data/Medetec/venous/leg-ulcers-0003.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/58_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-foot-0052.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/healing-pressure-ulcer-0001.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/BG/16.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/54_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/no wound/67.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/106_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/57_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/diabetic/110_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/pressure/25_4.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/BG/58.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/107_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/BG/4.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/120_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/venous/141_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/surgical/11_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/pressure/64_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/pressure/89_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/diabetic/32_1.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/surgical/101_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-foot-0025.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/BG/71.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer1-5.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/BG/33.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0049.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/116_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0033.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/99_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0012.jpg,pressure,1,pressure,Medetec,train
data/Medetec/pressure/pressure-ulcer-on-neck-003.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/35_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/pressure/65_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/93_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/no wound/18.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/45_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/7_1.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-2-6.jpg,venous,3,venous,Medetec,train
data/Medetec/pressure/undermining0011.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/119_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/surgical/114_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/diabetic/24_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/no wound/21.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/no wound/13.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/101_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/no wound/7.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/140_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0021.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/venous/107_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/BG/18.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/pressure/36_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0050.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/63_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/89_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0015.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/venous/13_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/toes/toes-0020.jpg,toes,0,diabetic,Medetec,train
data/AZH/train/surgical/43_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/surgical/5_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0088.jpg,venous,3,venous,Medetec,train
data/AZH/train/BG/39.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-neck-001.jpg,pressure,1,pressure,Medetec,train
data/Medetec/diabetic/foot-ulcer-0011.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/diabetic/81_1.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/healing-pressure-ulcer-0002.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcers-0024.jpg,venous,3,venous,Medetec,train
data/AZH/train/no wound/14.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-3.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/55_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/no wound/27.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0021.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/5_2.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/diabetic/152_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/pressure/6_1.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0113.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/50_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/90_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/diabetic/144_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0040.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/40_2.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/103_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/no wound/33.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/surgical/59_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/venous/40_1.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0005.jpg,diabetic,0,diabetic,Medetec,train
data/Medetec/pressure/necrotic-pressure-ulcer-0022.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcers-0027.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/117_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0023.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/117_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/surgical/17_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/no wound/19.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/venous/case-1-2-showing-extent-of-oedema-2.jpg,venous,3,venous,Medetec,train
data/AZH/train/no wound/22.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/59_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/toes/toes-0039.jpg,toes,0,diabetic,Medetec,train
data/Medetec/pressure/healing-pressure-ulcer-0019.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/pressure/78_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/pressure/41_1.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/79_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/115_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/venous/leg-ulcer-case-2-1.jpg,venous,3,venous,Medetec,train
data/AZH/train/venous/33_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0022.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/diabetic/18_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/diabetic/127_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/no wound/36.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/BG/7.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-foot-0044.jpg,pressure,1,pressure,Medetec,train
data/Medetec/toes/toes-0016.jpg,toes,0,diabetic,Medetec,train
data/AZH/train/surgical/38_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0008.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/pressure/87_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-foot-0021.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/63_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/surgical/58_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/necrotic-pressure-ulcer-0010.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/no wound/66.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/130_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/treating--pressure-ulcers0010.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/86_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0025.jpg,diabetic,0,diabetic,Medetec,train
data/Medetec/diabetic/foot-ulcer-0029.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/venous/40_5.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/28_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/no wound/41.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/102_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/surgical/106_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/no wound/52.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/BG/3.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/pressure/19_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/Medetec/pressure/healing-pressure-ulcer-0009.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/BG/31.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/30_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/surgical/87_1.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/venous/103_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/86_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/pressure/10_3.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/6_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/diabetic/30_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/surgical/8_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/pressure/72_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/83_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/superficial-pressure-ulcer0023.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/surgical/88_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/toes/toes-0004.jpg,toes,0,diabetic,Medetec,train
data/AZH/train/surgical/36_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/sloughy-pressure-ulcer-0029.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/18_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/no wound/2.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0083.jpg,venous,3,venous,Medetec,train
data/AZH/train/no wound/15.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/no wound/70.jpg,no wound,4,no_wound,AZH-azh_train,train
data/AZH/train/venous/98_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/112_0.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/72_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/toes/toes-0021.jpg,toes,0,diabetic,Medetec,train
data/AZH/train/surgical/85_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/pressure/healing-pressure-ulcer-0006.jpg,pressure,1,pressure,Medetec,train
data/Medetec/venous/leg-ulcers-0086.jpg,venous,3,venous,Medetec,train
data/AZH/train/surgical/6_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0053.jpg,venous,3,venous,Medetec,train
data/AZH/train/pressure/38_1.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/surgical/127_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/Medetec/toes/toes-0018.jpg,toes,0,diabetic,Medetec,train
data/AZH/train/diabetic/32_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/diabetic/foot-ulcer-0013.jpg,diabetic,0,diabetic,Medetec,train
data/AZH/train/BG/13.jpg,BG,4,no_wound,AZH-azh_train,train
data/AZH/train/diabetic/75_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/surgical/115_0.jpg,surgical,2,surgical,AZH-azh_train,train
data/AZH/train/pressure/37_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/BG/22.jpg,BG,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0074.jpg,venous,3,venous,Medetec,train
data/AZH/train/diabetic/4_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/Medetec/pressure/healing-presure-ulcer-0012.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/venous/39_1.jpg,venous,3,venous,AZH-azh_train,train
data/AZH/train/venous/31_0.jpg,venous,3,venous,AZH-azh_train,train
data/Medetec/pressure/pressure-ulcer-on-foot-0020.jpg,pressure,1,pressure,Medetec,train
data/AZH/train/pressure/11_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/pressure/46_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/no wound/34.jpg,no wound,4,no_wound,AZH-azh_train,train
data/Medetec/venous/leg-ulcers-0080.jpg,venous,3,venous,Medetec,train
data/AZH/train/diabetic/63_0.jpg,diabetic,0,diabetic,AZH-azh_train,train
data/AZH/train/pressure/56_0.jpg,pressure,1,pressure,AZH-azh_train,train
data/AZH/train/venous/102_0.jpg,venous,3,venous,AZH-azh_train,train
