image_path,mask_path,split,has_wound,bbox_yolo,wound_pixels,source
data/FUSeg/train/images/0623.png,data/FUSeg/train/labels/0623.png,train,True,"[[0, 0.4306640625, 0.4443359375, 0.0859375, 0.08984375]]",1035,FUSeg
data/FUSeg/train/images/0860.png,data/FUSeg/train/labels/0860.png,train,True,"[[0, 0.3876953125, 0.50390625, 0.15625, 0.126953125]]",3560,FUSeg
data/FUSeg/train/images/0237.png,data/FUSeg/train/labels/0237.png,train,True,"[[0, 0.380859375, 0.49609375, 0.302734375, 0.126953125]]",4006,FUSeg
data/FUSeg/train/images/0118.png,data/FUSeg/train/labels/0118.png,train,True,"[[0, 0.2998046875, 0.591796875, 0.15625, 0.083984375]]",1616,FUSeg
data/FUSeg/train/images/0574.png,data/FUSeg/train/labels/0574.png,train,True,"[[0, 0.3984375, 0.4375, 0.306640625, 0.314453125]]",6073,FUSeg
data/FUSeg/train/images/0581.png,data/FUSeg/train/labels/0581.png,train,True,"[[0, 0.3876953125, 0.44140625, 0.12109375, 0.166015625]]",2084,FUSeg
data/FUSeg/train/images/0071.png,data/FUSeg/train/labels/0071.png,train,True,"[[0, 0.37890625, 0.4560546875, 0.017578125, 0.01171875]]",24,FUSeg
data/FUSeg/train/images/0055.png,data/FUSeg/train/labels/0055.png,train,True,"[[0, 0.31640625, 0.5478515625, 0.259765625, 0.1796875]]",3008,FUSeg
data/AZH/train/no wound/26.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0350.png,data/FUSeg/train/labels/0350.png,train,True,"[[0, 0.3779296875, 0.5185546875, 0.140625, 0.06640625]]",1602,FUSeg
data/FUSeg/train/images/0352.png,data/FUSeg/train/labels/0352.png,train,True,"[[0, 0.3701171875, 0.4609375, 0.02734375, 0.029296875]]",85,FUSeg
data/FUSeg/train/images/0142.png,data/FUSeg/train/labels/0142.png,train,True,"[[0, 0.3447265625, 0.4326171875, 0.0703125, 0.08984375]]",1157,FUSeg
data/AZH/train/BG/52.jpg,,train,False,[],0,AZH-train/BG
data/AZH/train/BG/73.jpg,,train,False,[],0,AZH-train/BG
data/AZH/train/BG/65.jpg,,train,False,[],0,AZH-train/BG
data/AZH/train/no wound/22.jpg,,train,False,[],0,AZH-train/no wound
data/AZH/test/BG/94.jpg,,train,False,[],0,AZH-test/BG
data/FUSeg/train/images/0045.png,data/FUSeg/train/labels/0045.png,train,True,"[[0, 0.3779296875, 0.5126953125, 0.16015625, 0.25390625]]",7253,FUSeg
data/FUSeg/train/images/0573.png,data/FUSeg/train/labels/0573.png,train,True,"[[0, 0.6513671875, 0.5478515625, 0.51953125, 0.11328125]]",3881,FUSeg
data/FUSeg/train/images/0641.png,data/FUSeg/train/labels/0641.png,train,True,"[[0, 0.318359375, 0.482421875, 0.060546875, 0.072265625]]",847,FUSeg
data/FUSeg/train/images/0112.png,data/FUSeg/train/labels/0112.png,train,True,"[[0, 0.361328125, 0.439453125, 0.080078125, 0.087890625]]",1233,FUSeg
data/FUSeg/train/images/0321.png,data/FUSeg/train/labels/0321.png,train,True,"[[0, 0.529296875, 0.43359375, 0.033203125, 0.025390625]]",148,FUSeg
data/FUSeg/train/images/0114.png,data/FUSeg/train/labels/0114.png,train,True,"[[0, 0.376953125, 0.5048828125, 0.123046875, 0.078125]]",1781,FUSeg
data/FUSeg/train/images/0836.png,data/FUSeg/train/labels/0836.png,train,True,"[[0, 0.3857421875, 0.4970703125, 0.07421875, 0.078125]]",956,FUSeg
data/FUSeg/train/images/0482.png,data/FUSeg/train/labels/0482.png,train,True,"[[0, 0.4169921875, 0.4716796875, 0.0546875, 0.078125]]",871,FUSeg
data/FUSeg/train/images/0234.png,data/FUSeg/train/labels/0234.png,train,True,"[[0, 0.404296875, 0.4677734375, 0.029296875, 0.0546875]]",135,FUSeg
data/AZH/train/BG/30.jpg,,train,False,[],0,AZH-train/BG
data/FUSeg/train/images/0357.png,data/FUSeg/train/labels/0357.png,train,True,"[[0, 0.375, 0.509765625, 0.095703125, 0.130859375]]",2013,FUSeg
data/FUSeg/train/images/0859.png,data/FUSeg/train/labels/0859.png,train,True,"[[0, 0.3994140625, 0.275390625, 0.25390625, 0.201171875]]",8704,FUSeg
data/AZH/test/BG/86.jpg,,train,False,[],0,AZH-test/BG
data/FUSeg/train/images/0883.png,data/FUSeg/train/labels/0883.png,train,True,"[[0, 0.3564453125, 0.4921875, 0.1015625, 0.072265625]]",1223,FUSeg
data/FUSeg/train/images/0926.png,data/FUSeg/train/labels/0926.png,train,True,"[[0, 0.4072265625, 0.53515625, 0.23046875, 0.162109375]]",6619,FUSeg
data/FUSeg/train/images/0552.png,data/FUSeg/train/labels/0552.png,train,True,"[[0, 0.3046875, 0.505859375, 0.083984375, 0.111328125]]",1664,FUSeg
data/AZH/train/BG/29.jpg,,train,False,[],0,AZH-train/BG
data/FUSeg/train/images/0972.png,data/FUSeg/train/labels/0972.png,train,True,"[[0, 0.41015625, 0.3515625, 0.408203125, 0.478515625]]",8456,FUSeg
data/AZH/train/BG/67.jpg,,train,False,[],0,AZH-train/BG
data/FUSeg/train/images/0499.png,data/FUSeg/train/labels/0499.png,train,True,"[[0, 0.3779296875, 0.4560546875, 0.05859375, 0.05078125]]",440,FUSeg
data/FUSeg/train/images/0661.png,data/FUSeg/train/labels/0661.png,train,True,"[[0, 0.3857421875, 0.482421875, 0.1953125, 0.337890625]]",10891,FUSeg
data/FUSeg/train/images/0892.png,data/FUSeg/train/labels/0892.png,train,True,"[[0, 0.2900390625, 0.4755859375, 0.13671875, 0.1328125]]",2044,FUSeg
data/FUSeg/train/images/0156.png,data/FUSeg/train/labels/0156.png,train,True,"[[0, 0.4521484375, 0.4931640625, 0.20703125, 0.24609375]]",1969,FUSeg
data/FUSeg/train/images/0783.png,data/FUSeg/train/labels/0783.png,train,True,"[[0, 0.376953125, 0.482421875, 0.048828125, 0.037109375]]",347,FUSeg
data/FUSeg/train/images/0944.png,data/FUSeg/train/labels/0944.png,train,True,"[[0, 0.27734375, 0.3662109375, 0.025390625, 0.05078125]]",148,FUSeg
data/FUSeg/train/images/0535.png,data/FUSeg/train/labels/0535.png,train,True,"[[0, 0.365234375, 0.640625, 0.169921875, 0.115234375]]",3725,FUSeg
data/FUSeg/train/images/1002.png,data/FUSeg/train/labels/1002.png,train,True,"[[0, 0.3876953125, 0.4248046875, 0.17578125, 0.12109375]]",2914,FUSeg
data/FUSeg/train/images/0206.png,data/FUSeg/train/labels/0206.png,train,True,"[[0, 0.3740234375, 0.44921875, 0.1015625, 0.115234375]]",2298,FUSeg
data/FUSeg/train/images/0292.png,data/FUSeg/train/labels/0292.png,train,True,"[[0, 0.4482421875, 0.3037109375, 0.59765625, 0.6015625]]",18944,FUSeg
data/AZH/train/no wound/38.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0279.png,data/FUSeg/train/labels/0279.png,train,True,"[[0, 0.400390625, 0.451171875, 0.185546875, 0.310546875]]",8968,FUSeg
data/FUSeg/train/images/0469.png,data/FUSeg/train/labels/0469.png,train,True,"[[0, 0.5634765625, 0.380859375, 0.08203125, 0.072265625]]",901,FUSeg
data/FUSeg/train/images/0087.png,data/FUSeg/train/labels/0087.png,train,True,"[[0, 0.4140625, 0.5830078125, 0.103515625, 0.19140625]]",2569,FUSeg
data/FUSeg/train/images/0170.png,data/FUSeg/train/labels/0170.png,train,True,"[[0, 0.3662109375, 0.455078125, 0.08203125, 0.041015625]]",612,FUSeg
data/FUSeg/train/images/0258.png,data/FUSeg/train/labels/0258.png,train,True,"[[0, 0.4521484375, 0.4609375, 0.0703125, 0.064453125]]",899,FUSeg
data/AZH/train/BG/63.jpg,,train,False,[],0,AZH-train/BG
data/FUSeg/train/images/0791.png,data/FUSeg/train/labels/0791.png,train,True,"[[0, 0.380859375, 0.4443359375, 0.158203125, 0.2109375]]",6097,FUSeg
data/FUSeg/train/images/0981.png,data/FUSeg/train/labels/0981.png,train,True,"[[0, 0.33203125, 0.265625, 0.068359375, 0.064453125]]",769,FUSeg
data/AZH/test/no wound/95.jpg,,train,False,[],0,AZH-test/no wound
data/FUSeg/train/images/0060.png,data/FUSeg/train/labels/0060.png,train,True,"[[0, 0.369140625, 0.52734375, 0.044921875, 0.052734375]]",439,FUSeg
data/FUSeg/train/images/0056.png,data/FUSeg/train/labels/0056.png,train,True,"[[0, 0.421875, 0.353515625, 0.251953125, 0.193359375]]",8220,FUSeg
data/FUSeg/train/images/0989.png,data/FUSeg/train/labels/0989.png,train,True,"[[0, 0.2783203125, 0.4091796875, 0.44140625, 0.25390625]]",6837,FUSeg
data/FUSeg/train/images/0452.png,data/FUSeg/train/labels/0452.png,train,True,"[[0, 0.5185546875, 0.48046875, 0.0546875, 0.048828125]]",467,FUSeg
data/FUSeg/train/images/0538.png,data/FUSeg/train/labels/0538.png,train,True,"[[0, 0.4091796875, 0.390625, 0.4609375, 0.443359375]]",14658,FUSeg
data/FUSeg/train/images/0621.png,data/FUSeg/train/labels/0621.png,train,True,"[[0, 0.388671875, 0.4609375, 0.029296875, 0.037109375]]",155,FUSeg
data/FUSeg/train/images/0353.png,data/FUSeg/train/labels/0353.png,train,True,"[[0, 0.4921875, 0.3916015625, 0.322265625, 0.3828125]]",11361,FUSeg
data/FUSeg/train/images/0699.png,data/FUSeg/train/labels/0699.png,train,True,"[[0, 0.2939453125, 0.44921875, 0.0859375, 0.091796875]]",1630,FUSeg
data/FUSeg/train/images/0751.png,data/FUSeg/train/labels/0751.png,train,True,"[[0, 0.34765625, 0.5517578125, 0.197265625, 0.4609375]]",1783,FUSeg
data/FUSeg/train/images/0130.png,data/FUSeg/train/labels/0130.png,train,True,"[[0, 0.384765625, 0.4873046875, 0.029296875, 0.02734375]]",146,FUSeg
data/FUSeg/train/images/0141.png,data/FUSeg/train/labels/0141.png,train,True,"[[0, 0.3017578125, 0.4677734375, 0.06640625, 0.07421875]]",769,FUSeg
data/FUSeg/train/images/0790.png,data/FUSeg/train/labels/0790.png,train,True,"[[0, 0.271484375, 0.662109375, 0.080078125, 0.064453125]]",432,FUSeg
data/FUSeg/train/images/0843.png,data/FUSeg/train/labels/0843.png,train,True,"[[0, 0.3447265625, 0.6298828125, 0.08984375, 0.1640625]]",2349,FUSeg
data/FUSeg/train/images/0572.png,data/FUSeg/train/labels/0572.png,train,True,"[[0, 0.404296875, 0.3310546875, 0.205078125, 0.3984375]]",4425,FUSeg
data/AZH/train/no wound/51.jpg,,train,False,[],0,AZH-train/no wound
data/AZH/train/BG/45.jpg,,train,False,[],0,AZH-train/BG
data/FUSeg/train/images/0461.png,data/FUSeg/train/labels/0461.png,train,True,"[[0, 0.2900390625, 0.4931640625, 0.078125, 0.1015625]]",1451,FUSeg
data/FUSeg/train/images/0856.png,data/FUSeg/train/labels/0856.png,train,True,"[[0, 0.369140625, 0.5029296875, 0.240234375, 0.359375]]",2735,FUSeg
data/AZH/test/BG/99.jpg,,train,False,[],0,AZH-test/BG
data/AZH/train/BG/31.jpg,,train,False,[],0,AZH-train/BG
data/FUSeg/train/images/0589.png,data/FUSeg/train/labels/0589.png,train,True,"[[0, 0.28515625, 0.451171875, 0.220703125, 0.294921875]]",4849,FUSeg
data/FUSeg/train/images/0780.png,data/FUSeg/train/labels/0780.png,train,True,"[[0, 0.458984375, 0.6669921875, 0.080078125, 0.11328125]]",1545,FUSeg
data/FUSeg/train/images/0957.png,data/FUSeg/train/labels/0957.png,train,True,"[[0, 0.33984375, 0.6416015625, 0.064453125, 0.09765625]]",992,FUSeg
data/FUSeg/train/images/0734.png,data/FUSeg/train/labels/0734.png,train,True,"[[0, 0.5078125, 0.400390625, 0.216796875, 0.482421875]]",12314,FUSeg
data/AZH/train/BG/12.jpg,,train,False,[],0,AZH-train/BG
data/FUSeg/train/images/0358.png,data/FUSeg/train/labels/0358.png,train,True,"[[0, 0.51171875, 0.41796875, 0.142578125, 0.134765625]]",1582,FUSeg
data/AZH/train/no wound/41.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0098.png,data/FUSeg/train/labels/0098.png,train,True,"[[0, 0.1962890625, 0.36328125, 0.1015625, 0.291015625]]",5060,FUSeg
data/AZH/train/no wound/55.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0640.png,data/FUSeg/train/labels/0640.png,train,True,"[[0, 0.392578125, 0.32421875, 0.037109375, 0.056640625]]",413,FUSeg
data/FUSeg/train/images/0427.png,data/FUSeg/train/labels/0427.png,train,True,"[[0, 0.4482421875, 0.443359375, 0.0859375, 0.115234375]]",2040,FUSeg
data/FUSeg/train/images/0804.png,data/FUSeg/train/labels/0804.png,train,True,"[[0, 0.3759765625, 0.4443359375, 0.109375, 0.171875]]",1596,FUSeg
data/FUSeg/train/images/0171.png,data/FUSeg/train/labels/0171.png,train,True,"[[0, 0.3720703125, 0.5263671875, 0.09375, 0.14453125]]",2286,FUSeg
data/AZH/train/no wound/42.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0140.png,data/FUSeg/train/labels/0140.png,train,True,"[[0, 0.2236328125, 0.7236328125, 0.30859375, 0.21484375]]",2338,FUSeg
data/FUSeg/train/images/0344.png,data/FUSeg/train/labels/0344.png,train,True,"[[0, 0.4501953125, 0.4287109375, 0.3046875, 0.2734375]]",8007,FUSeg
data/FUSeg/train/images/1007.png,data/FUSeg/train/labels/1007.png,train,True,"[[0, 0.4052734375, 0.4189453125, 0.44140625, 0.1953125]]",5246,FUSeg
data/AZH/train/no wound/68.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0359.png,data/FUSeg/train/labels/0359.png,train,True,"[[0, 0.369140625, 0.541015625, 0.154296875, 0.228515625]]",2492,FUSeg
data/AZH/train/BG/6.jpg,,train,False,[],0,AZH-train/BG
data/FUSeg/train/images/0695.png,data/FUSeg/train/labels/0695.png,train,True,"[[0, 0.33984375, 0.4677734375, 0.083984375, 0.06640625]]",1176,FUSeg
data/FUSeg/train/images/0737.png,data/FUSeg/train/labels/0737.png,train,True,"[[0, 0.3564453125, 0.5556640625, 0.1171875, 0.1640625]]",2136,FUSeg
data/FUSeg/train/images/0153.png,data/FUSeg/train/labels/0153.png,train,True,"[[0, 0.2890625, 0.337890625, 0.048828125, 0.044921875]]",419,FUSeg
data/FUSeg/train/images/0026.png,data/FUSeg/train/labels/0026.png,train,True,"[[0, 0.2685546875, 0.4287109375, 0.19921875, 0.41796875]]",4613,FUSeg
data/AZH/train/no wound/28.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0189.png,data/FUSeg/train/labels/0189.png,train,True,"[[0, 0.357421875, 0.498046875, 0.095703125, 0.193359375]]",1472,FUSeg
data/FUSeg/train/images/0471.png,data/FUSeg/train/labels/0471.png,train,True,"[[0, 0.26171875, 0.3095703125, 0.064453125, 0.09375]]",717,FUSeg
data/AZH/train/BG/60.jpg,,train,False,[],0,AZH-train/BG
data/AZH/train/no wound/6.jpg,,train,False,[],0,AZH-train/no wound
data/AZH/test/no wound/77.jpg,,train,False,[],0,AZH-test/no wound
data/FUSeg/train/images/0720.png,data/FUSeg/train/labels/0720.png,train,True,"[[0, 0.3935546875, 0.41796875, 0.16796875, 0.107421875]]",3605,FUSeg
data/FUSeg/train/images/0965.png,data/FUSeg/train/labels/0965.png,train,True,"[[0, 0.3193359375, 0.43359375, 0.38671875, 0.240234375]]",4447,FUSeg
data/FUSeg/train/images/0200.png,data/FUSeg/train/labels/0200.png,train,True,"[[0, 0.3818359375, 0.50390625, 0.09765625, 0.056640625]]",993,FUSeg
data/FUSeg/train/images/0563.png,data/FUSeg/train/labels/0563.png,train,True,"[[0, 0.525390625, 0.42578125, 0.052734375, 0.044921875]]",459,FUSeg
data/FUSeg/train/images/0361.png,data/FUSeg/train/labels/0361.png,train,False,[],0,FUSeg
data/FUSeg/train/images/0054.png,data/FUSeg/train/labels/0054.png,train,True,"[[0, 0.3857421875, 0.595703125, 0.02734375, 0.044921875]]",178,FUSeg
data/AZH/test/no wound/80.jpg,,train,False,[],0,AZH-test/no wound
data/FUSeg/train/images/0684.png,data/FUSeg/train/labels/0684.png,train,True,"[[0, 0.3388671875, 0.4931640625, 0.01953125, 0.02734375]]",88,FUSeg
data/FUSeg/train/images/0404.png,data/FUSeg/train/labels/0404.png,train,True,"[[0, 0.404296875, 0.470703125, 0.130859375, 0.083984375]]",2097,FUSeg
data/FUSeg/train/images/0497.png,data/FUSeg/train/labels/0497.png,train,True,"[[0, 0.3720703125, 0.5556640625, 0.0546875, 0.08984375]]",1034,FUSeg
data/FUSeg/train/images/0148.png,data/FUSeg/train/labels/0148.png,train,True,"[[0, 0.38671875, 0.451171875, 0.060546875, 0.060546875]]",615,FUSeg
data/AZH/train/no wound/64.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0505.png,data/FUSeg/train/labels/0505.png,train,True,"[[0, 0.2216796875, 0.7373046875, 0.27734375, 0.20703125]]",1254,FUSeg
data/FUSeg/train/images/0953.png,data/FUSeg/train/labels/0953.png,train,True,"[[0, 0.4833984375, 0.353515625, 0.18359375, 0.220703125]]",6601,FUSeg
data/AZH/test/BG/84.jpg,,train,False,[],0,AZH-test/BG
data/FUSeg/train/images/0876.png,data/FUSeg/train/labels/0876.png,train,True,"[[0, 0.3203125, 0.7734375, 0.142578125, 0.083984375]]",2325,FUSeg
data/AZH/train/BG/47.jpg,,train,False,[],0,AZH-train/BG
data/AZH/test/no wound/76.jpg,,train,False,[],0,AZH-test/no wound
data/AZH/train/no wound/53.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0330.png,data/FUSeg/train/labels/0330.png,train,True,"[[0, 0.353515625, 0.494140625, 0.115234375, 0.072265625]]",1512,FUSeg
data/FUSeg/train/images/0990.png,data/FUSeg/train/labels/0990.png,train,True,"[[0, 0.28515625, 0.662109375, 0.033203125, 0.033203125]]",209,FUSeg
data/FUSeg/train/images/0854.png,data/FUSeg/train/labels/0854.png,train,True,"[[0, 0.376953125, 0.4375, 0.220703125, 0.103515625]]",3941,FUSeg
data/FUSeg/train/images/0021.png,data/FUSeg/train/labels/0021.png,train,True,"[[0, 0.4365234375, 0.494140625, 0.2890625, 0.177734375]]",6470,FUSeg
data/AZH/train/no wound/12.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0175.png,data/FUSeg/train/labels/0175.png,train,True,"[[0, 0.39453125, 0.5322265625, 0.283203125, 0.1328125]]",6476,FUSeg
data/FUSeg/train/images/0536.png,data/FUSeg/train/labels/0536.png,train,True,"[[0, 0.3701171875, 0.4462890625, 0.21484375, 0.265625]]",9271,FUSeg
data/FUSeg/train/images/0391.png,data/FUSeg/train/labels/0391.png,train,True,"[[0, 0.5927734375, 0.310546875, 0.26171875, 0.544921875]]",16271,FUSeg
data/FUSeg/train/images/0514.png,data/FUSeg/train/labels/0514.png,train,True,"[[0, 0.3173828125, 0.4169921875, 0.0859375, 0.0625]]",711,FUSeg
data/FUSeg/train/images/0542.png,data/FUSeg/train/labels/0542.png,train,True,"[[0, 0.40234375, 0.4404296875, 0.244140625, 0.11328125]]",3317,FUSeg
data/FUSeg/train/images/0015.png,data/FUSeg/train/labels/0015.png,train,True,"[[0, 0.580078125, 0.5556640625, 0.048828125, 0.0546875]]",417,FUSeg
data/AZH/train/BG/15.jpg,,train,False,[],0,AZH-train/BG
data/FUSeg/train/images/0673.png,data/FUSeg/train/labels/0673.png,train,True,"[[0, 0.470703125, 0.2919921875, 0.236328125, 0.41015625]]",15892,FUSeg
data/AZH/train/BG/54.jpg,,train,False,[],0,AZH-train/BG
data/AZH/train/no wound/30.jpg,,train,False,[],0,AZH-train/no wound
data/AZH/test/no wound/94.jpg,,train,False,[],0,AZH-test/no wound
data/FUSeg/train/images/0710.png,data/FUSeg/train/labels/0710.png,train,True,"[[0, 0.3681640625, 0.42578125, 0.41796875, 0.236328125]]",5041,FUSeg
data/AZH/train/no wound/5.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0840.png,data/FUSeg/train/labels/0840.png,train,True,"[[0, 0.306640625, 0.6279296875, 0.123046875, 0.1171875]]",2730,FUSeg
data/AZH/train/BG/57.jpg,,train,False,[],0,AZH-train/BG
data/FUSeg/train/images/0396.png,data/FUSeg/train/labels/0396.png,train,True,"[[0, 0.4755859375, 0.47265625, 0.359375, 0.572265625]]",9326,FUSeg
data/FUSeg/train/images/0722.png,data/FUSeg/train/labels/0722.png,train,True,"[[0, 0.3994140625, 0.373046875, 0.4140625, 0.451171875]]",13624,FUSeg
data/FUSeg/train/images/0546.png,data/FUSeg/train/labels/0546.png,train,True,"[[0, 0.259765625, 0.373046875, 0.068359375, 0.072265625]]",597,FUSeg
data/FUSeg/train/images/0480.png,data/FUSeg/train/labels/0480.png,train,True,"[[0, 0.291015625, 0.552734375, 0.052734375, 0.056640625]]",542,FUSeg
data/AZH/train/BG/32.jpg,,train,False,[],0,AZH-train/BG
data/FUSeg/train/images/0145.png,data/FUSeg/train/labels/0145.png,train,True,"[[0, 0.201171875, 0.4775390625, 0.076171875, 0.0703125]]",941,FUSeg
data/FUSeg/train/images/0248.png,data/FUSeg/train/labels/0248.png,train,True,"[[0, 0.3095703125, 0.4453125, 0.44140625, 0.267578125]]",8706,FUSeg
data/FUSeg/train/images/0911.png,data/FUSeg/train/labels/0911.png,train,True,"[[0, 0.4091796875, 0.5791015625, 0.08203125, 0.18359375]]",1785,FUSeg
data/FUSeg/train/images/0848.png,data/FUSeg/train/labels/0848.png,train,True,"[[0, 0.314453125, 0.517578125, 0.044921875, 0.052734375]]",401,FUSeg
data/AZH/test/BG/97.jpg,,train,False,[],0,AZH-test/BG
data/FUSeg/train/images/0746.png,data/FUSeg/train/labels/0746.png,train,True,"[[0, 0.3857421875, 0.365234375, 0.14453125, 0.287109375]]",5842,FUSeg
data/FUSeg/train/images/0688.png,data/FUSeg/train/labels/0688.png,train,True,"[[0, 0.3623046875, 0.4912109375, 0.17578125, 0.12109375]]",4165,FUSeg
data/FUSeg/train/images/0479.png,data/FUSeg/train/labels/0479.png,train,True,"[[0, 0.291015625, 0.4931640625, 0.056640625, 0.05859375]]",639,FUSeg
data/FUSeg/train/images/0228.png,data/FUSeg/train/labels/0228.png,train,True,"[[0, 0.3310546875, 0.4541015625, 0.30078125, 0.265625]]",12521,FUSeg
data/FUSeg/train/images/0755.png,data/FUSeg/train/labels/0755.png,train,True,"[[0, 0.365234375, 0.4814453125, 0.091796875, 0.0625]]",943,FUSeg
data/FUSeg/train/images/0366.png,data/FUSeg/train/labels/0366.png,train,True,"[[0, 0.3740234375, 0.494140625, 0.04296875, 0.037109375]]",220,FUSeg
data/FUSeg/train/images/0945.png,data/FUSeg/train/labels/0945.png,train,True,"[[0, 0.3662109375, 0.458984375, 0.0546875, 0.037109375]]",197,FUSeg
data/FUSeg/train/images/0100.png,data/FUSeg/train/labels/0100.png,train,True,"[[0, 0.330078125, 0.501953125, 0.025390625, 0.025390625]]",105,FUSeg
data/FUSeg/train/images/0697.png,data/FUSeg/train/labels/0697.png,train,True,"[[0, 0.2607421875, 0.615234375, 0.078125, 0.041015625]]",539,FUSeg
data/AZH/test/no wound/92.jpg,,train,False,[],0,AZH-test/no wound
data/AZH/train/no wound/35.jpg,,train,False,[],0,AZH-train/no wound
data/AZH/train/no wound/7.jpg,,train,False,[],0,AZH-train/no wound
data/AZH/test/BG/87.jpg,,train,False,[],0,AZH-test/BG
data/AZH/train/no wound/3.jpg,,train,False,[],0,AZH-train/no wound
data/FUSeg/train/images/0495.png,data/FUSeg/train/labels/0495.png,train,True,"[[0, 0.4443359375, 0.33203125, 0.2890625, 0.380859375]]",15636,FUSeg
data/FUSeg/train/images/0622.png,data/FUSeg/train/labels/0622.png,train,True,"[[0, 0.4580078125, 0.5458984375, 0.08984375, 0.046875]]",514,FUSeg
data/FUSeg/train/images/0105.png,data/FUSeg/train/labels/0105.png,train,True,"[[0, 0.32421875, 0.6201171875, 0.044921875, 0.078125]]",557,FUSeg
data/FUSeg/train/images/0950.png,data/FUSeg/train/labels/0950.png,train,False,[],0,FUSeg
data/FUSeg/train/images/0620.png,data/FUSeg/train/labels/0620.png,train,True,"[[0, 0.4306640625, 0.365234375, 0.0390625, 0.033203125]]",224,FUSeg
data/FUSeg/train/images/0327.png,data/FUSeg/train/labels/0327.png,train,True,"[[0, 0.4375, 0.52734375, 0.173828125, 0.126953125]]",3843,FUSeg
data/FUSeg/train/images/0716.png,data/FUSeg/train/labels/0716.png,train,True,"[[0, 0.32421875, 0.4716796875, 0.373046875, 0.17578125]]",4502,FUSeg
data/FUSeg/train/images/0723.png,data/FUSeg/train/labels/0723.png,train,True,"[[0, 0.3671875, 0.4873046875, 0.076171875, 0.0625]]",785,FUSeg
data/FUSeg/train/images/0872.png,data/FUSeg/train/labels/0872.png,train,True,"[[0, 0.3896484375, 0.5126953125, 0.08203125, 0.07421875]]",1150,FUSeg
