sample_id,split,image_path,mask_path,has_obj,x1,y1,x2,y2
fus_00000082,train,data/FUSeg/train/images/0150.png,data/FUSeg/train/labels/0150.png,1,172,227,214,297
fus_00000083,train,data/FUSeg/train/images/0152.png,data/FUSeg/train/labels/0152.png,1,165,199,238,249
fus_00000084,train,data/FUSeg/train/images/0153.png,data/FUSeg/train/labels/0153.png,1,136,162,160,184
fus_00000085,train,data/FUSeg/train/images/0155.png,data/FUSeg/train/labels/0155.png,1,64,153,249,253
fus_00000086,train,data/FUSeg/train/images/0156.png,data/FUSeg/train/labels/0156.png,1,179,190,284,315
fus_00000087,train,data/FUSeg/train/images/0157.png,data/FUSeg/train/labels/0157.png,1,135,269,196,300
fus_00000088,train,data/FUSeg/train/images/0158.png,data/FUSeg/train/labels/0158.png,1,172,194,213,235
fus_00000089,train,data/FUSeg/train/images/0159.png,data/FUSeg/train/labels/0159.png,1,156,144,234,278
fus_00000090,train,data/FUSeg/train/images/0160.png,data/FUSeg/train/labels/0160.png,1,165,305,198,352
fus_00000091,train,data/FUSeg/train/images/0161.png,data/FUSeg/train/labels/0161.png,1,171,243,244,278
fus_00000092,train,data/FUSeg/train/images/0162.png,data/FUSeg/train/labels/0162.png,1,135,209,158,243
fus_00000093,train,data/FUSeg/train/images/0163.png,data/FUSeg/train/labels/0163.png,1,171,239,242,280
fus_00000094,train,data/FUSeg/train/images/0167.png,data/FUSeg/train/labels/0167.png,1,29,172,284,304
fus_00000095,train,data/FUSeg/train/images/0168.png,data/FUSeg/train/labels/0168.png,1,132,379,154,394
fus_00000096,train,data/FUSeg/train/images/0170.png,data/FUSeg/train/labels/0170.png,1,167,223,208,243
fus_00000097,train,data/FUSeg/train/images/0171.png,data/FUSeg/train/labels/0171.png,1,167,233,214,306
fus_00000098,train,data/FUSeg/train/images/0172.png,data/FUSeg/train/labels/0172.png,1,117,204,255,310
fus_00000099,train,data/FUSeg/train/images/0173.png,data/FUSeg/train/labels/0173.png,1,171,220,250,273
fus_00000100,train,data/FUSeg/train/images/0174.png,data/FUSeg/train/labels/0174.png,1,162,252,199,302
fus_00000101,train,data/FUSeg/train/images/0175.png,data/FUSeg/train/labels/0175.png,1,130,239,274,306
fus_00000102,train,data/FUSeg/train/images/0176.png,data/FUSeg/train/labels/0176.png,1,154,155,260,338
fus_00000103,train,data/FUSeg/train/images/0178.png,data/FUSeg/train/labels/0178.png,1,52,174,285,273
fus_00000104,train,data/FUSeg/train/images/0179.png,data/FUSeg/train/labels/0179.png,1,120,163,261,357
fus_00000105,train,data/FUSeg/train/images/0183.png,data/FUSeg/train/labels/0183.png,1,130,316,180,367
fus_00000106,train,data/FUSeg/train/images/0184.png,data/FUSeg/train/labels/0184.png,1,125,363,188,409
fus_00000107,train,data/FUSeg/train/images/0185.png,data/FUSeg/train/labels/0185.png,1,135,161,172,195
fus_00000108,train,data/FUSeg/train/images/0187.png,data/FUSeg/train/labels/0187.png,1,120,109,193,332
fus_00000109,train,data/FUSeg/train/images/0188.png,data/FUSeg/train/labels/0188.png,1,251,214,289,250
fus_00000110,train,data/FUSeg/train/images/0189.png,data/FUSeg/train/labels/0189.png,1,159,206,207,304
fus_00000111,train,data/FUSeg/train/images/0191.png,data/FUSeg/train/labels/0191.png,1,205,137,283,255
fus_00000112,train,data/FUSeg/train/images/0193.png,data/FUSeg/train/labels/0193.png,1,131,235,189,361
fus_00000113,train,data/FUSeg/train/images/0194.png,data/FUSeg/train/labels/0194.png,1,179,177,231,231
fus_00000114,train,data/FUSeg/train/images/0195.png,data/FUSeg/train/labels/0195.png,1,192,262,234,307
fus_00000115,train,data/FUSeg/train/images/0196.png,data/FUSeg/train/labels/0196.png,1,196,79,312,170
fus_00000116,train,data/FUSeg/train/images/0197.png,data/FUSeg/train/labels/0197.png,1,159,174,249,358
fus_00000117,train,data/FUSeg/train/images/0199.png,data/FUSeg/train/labels/0199.png,1,154,243,232,291
fus_00000118,train,data/FUSeg/train/images/0200.png,data/FUSeg/train/labels/0200.png,1,171,244,220,272
fus_00000119,train,data/FUSeg/train/images/0204.png,data/FUSeg/train/labels/0204.png,1,135,211,246,279
fus_00000120,train,data/FUSeg/train/images/0206.png,data/FUSeg/train/labels/0206.png,1,166,201,217,259
fus_00000121,train,data/FUSeg/train/images/0209.png,data/FUSeg/train/labels/0209.png,1,165,198,255,256
fus_00000122,train,data/FUSeg/train/images/0215.png,data/FUSeg/train/labels/0215.png,1,191,235,197,246
fus_00000123,train,data/FUSeg/train/images/0216.png,data/FUSeg/train/labels/0216.png,1,87,122,243,236
fus_00000124,train,data/FUSeg/train/images/0218.png,data/FUSeg/train/labels/0218.png,1,135,234,184,355
fus_00000125,train,data/FUSeg/train/images/0219.png,data/FUSeg/train/labels/0219.png,1,126,144,157,184
fus_00000126,train,data/FUSeg/train/images/0220.png,data/FUSeg/train/labels/0220.png,1,82,210,267,256
fus_00000127,train,data/FUSeg/train/images/0221.png,data/FUSeg/train/labels/0221.png,1,183,241,190,264
fus_00000128,train,data/FUSeg/train/images/0222.png,data/FUSeg/train/labels/0222.png,1,160,239,213,302
fus_00000129,train,data/FUSeg/train/images/0224.png,data/FUSeg/train/labels/0224.png,1,198,167,208,184
fus_00000130,train,data/FUSeg/train/images/0225.png,data/FUSeg/train/labels/0225.png,1,225,148,265,195
fus_00000131,train,data/FUSeg/train/images/0226.png,data/FUSeg/train/labels/0226.png,1,180,216,240,250
fus_00000132,train,data/FUSeg/train/images/0227.png,data/FUSeg/train/labels/0227.png,1,185,226,207,252
fus_00000133,train,data/FUSeg/train/images/0228.png,data/FUSeg/train/labels/0228.png,1,93,165,246,300
fus_00000134,train,data/FUSeg/train/images/0229.png,data/FUSeg/train/labels/0229.png,1,172,303,214,365
fus_00000135,train,data/FUSeg/train/images/0231.png,data/FUSeg/train/labels/0231.png,1,197,137,214,166
fus_00000136,train,data/FUSeg/train/images/0232.png,data/FUSeg/train/labels/0232.png,1,166,221,188,244
fus_00000137,train,data/FUSeg/train/images/0234.png,data/FUSeg/train/labels/0234.png,1,200,226,214,253
fus_00000138,train,data/FUSeg/train/images/0236.png,data/FUSeg/train/labels/0236.png,1,202,248,264,284
fus_00000139,train,data/FUSeg/train/images/0237.png,data/FUSeg/train/labels/0237.png,1,118,222,272,286
fus_00000140,train,data/FUSeg/train/images/0238.png,data/FUSeg/train/labels/0238.png,1,171,235,182,254
fus_00000141,train,data/FUSeg/train/images/0239.png,data/FUSeg/train/labels/0239.png,1,101,165,281,286
fus_00000142,train,data/FUSeg/train/images/0240.png,data/FUSeg/train/labels/0240.png,1,174,149,242,199
fus_00000143,train,data/FUSeg/train/images/0241.png,data/FUSeg/train/labels/0241.png,1,163,189,230,333
fus_00000144,train,data/FUSeg/train/images/0242.png,data/FUSeg/train/labels/0242.png,1,156,179,238,300
fus_00000145,train,data/FUSeg/train/images/0243.png,data/FUSeg/train/labels/0243.png,1,144,165,170,186
fus_00000146,train,data/FUSeg/train/images/0244.png,data/FUSeg/train/labels/0244.png,1,123,214,172,268
fus_00000147,train,data/FUSeg/train/images/0246.png,data/FUSeg/train/labels/0246.png,1,174,299,216,365
fus_00000148,train,data/FUSeg/train/images/0248.png,data/FUSeg/train/labels/0248.png,1,46,160,271,296
fus_00000149,train,data/FUSeg/train/images/0249.png,data/FUSeg/train/labels/0249.png,1,180,231,210,259
fus_00000150,train,data/FUSeg/train/images/0250.png,data/FUSeg/train/labels/0250.png,1,192,288,262,376
fus_00000151,train,data/FUSeg/train/images/0252.png,data/FUSeg/train/labels/0252.png,1,169,239,187,262
fus_00000152,train,data/FUSeg/train/images/0253.png,data/FUSeg/train/labels/0253.png,1,92,143,177,259
fus_00000153,train,data/FUSeg/train/images/0254.png,data/FUSeg/train/labels/0254.png,1,76,98,310,330
fus_00000154,train,data/FUSeg/train/images/0257.png,data/FUSeg/train/labels/0257.png,1,99,148,202,298
fus_00000155,train,data/FUSeg/train/images/0258.png,data/FUSeg/train/labels/0258.png,1,214,220,249,252
fus_00000156,train,data/FUSeg/train/images/0260.png,data/FUSeg/train/labels/0260.png,1,155,222,220,271
fus_00000157,train,data/FUSeg/train/images/0261.png,data/FUSeg/train/labels/0261.png,1,178,237,249,467
fus_00000158,train,data/FUSeg/train/images/0263.png,data/FUSeg/train/labels/0263.png,1,129,235,201,279
fus_00000159,train,data/FUSeg/train/images/0264.png,data/FUSeg/train/labels/0264.png,1,177,247,196,277
fus_00000160,train,data/FUSeg/train/images/0265.png,data/FUSeg/train/labels/0265.png,1,134,227,202,278
fus_00000161,train,data/FUSeg/train/images/0266.png,data/FUSeg/train/labels/0266.png,1,182,295,218,322
fus_00000162,train,data/FUSeg/train/images/0267.png,data/FUSeg/train/labels/0267.png,1,216,142,259,181
fus_00000163,train,data/FUSeg/train/images/0268.png,data/FUSeg/train/labels/0268.png,1,178,193,228,318
fus_00000164,train,data/FUSeg/train/images/0270.png,data/FUSeg/train/labels/0270.png,1,206,211,228,237
fus_00000165,train,data/FUSeg/train/images/0273.png,data/FUSeg/train/labels/0273.png,1,198,262,242,297
fus_00000166,train,data/FUSeg/train/images/0274.png,data/FUSeg/train/labels/0274.png,1,140,180,264,356
fus_00000167,train,data/FUSeg/train/images/0277.png,data/FUSeg/train/labels/0277.png,1,99,145,140,283
fus_00000168,train,data/FUSeg/train/images/0279.png,data/FUSeg/train/labels/0279.png,1,158,152,252,310
fus_00000169,train,data/FUSeg/train/images/0283.png,data/FUSeg/train/labels/0283.png,1,173,217,201,255
fus_00000170,train,data/FUSeg/train/images/0285.png,data/FUSeg/train/labels/0285.png,1,101,137,229,218
fus_00000171,train,data/FUSeg/train/images/0287.png,data/FUSeg/train/labels/0287.png,1,144,298,173,344
fus_00000172,train,data/FUSeg/train/images/0288.png,data/FUSeg/train/labels/0288.png,1,199,184,216,213
fus_00000173,train,data/FUSeg/train/images/0290.png,data/FUSeg/train/labels/0290.png,1,161,234,212,276
fus_00000174,train,data/FUSeg/train/images/0292.png,data/FUSeg/train/labels/0292.png,1,77,2,382,309
fus_00000175,train,data/FUSeg/train/images/0295.png,data/FUSeg/train/labels/0295.png,1,86,302,186,373
fus_00000176,train,data/FUSeg/train/images/0296.png,data/FUSeg/train/labels/0296.png,1,58,219,246,290
fus_00000177,train,data/FUSeg/train/images/0297.png,data/FUSeg/train/labels/0297.png,1,192,298,224,326
fus_00000178,train,data/FUSeg/train/images/0299.png,data/FUSeg/train/labels/0299.png,1,165,310,211,359
fus_00000179,train,data/FUSeg/train/images/0302.png,data/FUSeg/train/labels/0302.png,1,199,73,386,261
fus_00000180,train,data/FUSeg/train/images/0304.png,data/FUSeg/train/labels/0304.png,1,189,299,219,331
fus_00000181,train,data/FUSeg/train/images/0305.png,data/FUSeg/train/labels/0305.png,1,173,201,217,241
fus_00000182,train,data/FUSeg/train/images/0306.png,data/FUSeg/train/labels/0306.png,1,120,119,160,140
fus_00000183,train,data/FUSeg/train/images/0307.png,data/FUSeg/train/labels/0307.png,1,96,124,262,307
fus_00000184,train,data/FUSeg/train/images/0310.png,data/FUSeg/train/labels/0310.png,1,155,246,218,351
fus_00000185,train,data/FUSeg/train/images/0311.png,data/FUSeg/train/labels/0311.png,1,154,234,231,277
fus_00000186,train,data/FUSeg/train/images/0312.png,data/FUSeg/train/labels/0312.png,1,137,144,156,172
fus_00000187,train,data/FUSeg/train/images/0314.png,data/FUSeg/train/labels/0314.png,1,174,204,219,296
fus_00000188,train,data/FUSeg/train/images/0316.png,data/FUSeg/train/labels/0316.png,1,136,217,177,259
fus_00000189,train,data/FUSeg/train/images/0317.png,data/FUSeg/train/labels/0317.png,1,167,146,231,241
fus_00000190,train,data/FUSeg/train/images/0318.png,data/FUSeg/train/labels/0318.png,1,174,211,198,271
fus_00000191,train,data/FUSeg/train/images/0319.png,data/FUSeg/train/labels/0319.png,1,172,312,267,383
fus_00000192,train,data/FUSeg/train/images/0321.png,data/FUSeg/train/labels/0321.png,1,263,216,279,228
fus_00000193,train,data/FUSeg/train/images/0323.png,data/FUSeg/train/labels/0323.png,1,153,361,170,410
fus_00000194,train,data/FUSeg/train/images/0324.png,data/FUSeg/train/labels/0324.png,1,144,172,240,301
fus_00000195,train,data/FUSeg/train/images/0325.png,data/FUSeg/train/labels/0325.png,1,187,265,202,291
fus_00000196,train,data/FUSeg/train/images/0327.png,data/FUSeg/train/labels/0327.png,1,180,238,268,302
fus_00000197,train,data/FUSeg/train/images/0328.png,data/FUSeg/train/labels/0328.png,1,205,280,274,381
fus_00000198,train,data/FUSeg/train/images/0329.png,data/FUSeg/train/labels/0329.png,1,191,229,231,310
fus_00000199,train,data/FUSeg/train/images/0330.png,data/FUSeg/train/labels/0330.png,1,152,235,210,271
fus_00000200,train,data/FUSeg/train/images/0331.png,data/FUSeg/train/labels/0331.png,1,163,214,229,255
fus_00000201,train,data/FUSeg/train/images/0332.png,data/FUSeg/train/labels/0332.png,1,144,162,225,297
fus_00000202,train,data/FUSeg/train/images/0333.png,data/FUSeg/train/labels/0333.png,1,151,239,201,308
fus_00000203,train,data/FUSeg/train/images/0340.png,data/FUSeg/train/labels/0340.png,1,178,9,360,382
fus_00000204,train,data/FUSeg/train/images/0344.png,data/FUSeg/train/labels/0344.png,1,153,150,308,289
fus_00000205,train,data/FUSeg/train/images/0346.png,data/FUSeg/train/labels/0346.png,1,204,292,266,378
fus_00000206,train,data/FUSeg/train/images/0347.png,data/FUSeg/train/labels/0347.png,1,59,131,169,282
fus_00000207,train,data/FUSeg/train/images/0348.png,data/FUSeg/train/labels/0348.png,1,128,232,231,401
fus_00000208,train,data/FUSeg/train/images/0350.png,data/FUSeg/train/labels/0350.png,1,158,249,229,282
fus_00000209,train,data/FUSeg/train/images/0352.png,data/FUSeg/train/labels/0352.png,1,183,229,196,243
fus_00000210,train,data/FUSeg/train/images/0353.png,data/FUSeg/train/labels/0353.png,1,170,103,334,298
fus_00000211,train,data/FUSeg/train/images/0357.png,data/FUSeg/train/labels/0357.png,1,168,228,216,294
fus_00000212,train,data/FUSeg/train/images/0358.png,data/FUSeg/train/labels/0358.png,1,226,180,298,248
fus_00000213,train,data/FUSeg/train/images/0359.png,data/FUSeg/train/labels/0359.png,1,150,219,228,335
fus_00000214,train,data/FUSeg/train/images/0360.png,data/FUSeg/train/labels/0360.png,1,170,237,214,302
fus_00000215,train,data/FUSeg/train/images/0361.png,data/FUSeg/train/labels/0361.png,0,0,0,0,0
fus_00000216,train,data/FUSeg/train/images/0362.png,data/FUSeg/train/labels/0362.png,1,144,160,202,273
fus_00000217,train,data/FUSeg/train/images/0364.png,data/FUSeg/train/labels/0364.png,1,101,134,326,349
fus_00000218,train,data/FUSeg/train/images/0366.png,data/FUSeg/train/labels/0366.png,1,181,244,202,262
fus_00000219,train,data/FUSeg/train/images/0367.png,data/FUSeg/train/labels/0367.png,1,263,130,322,203
fus_00000220,train,data/FUSeg/train/images/0368.png,data/FUSeg/train/labels/0368.png,1,150,317,195,370
fus_00000221,train,data/FUSeg/train/images/0370.png,data/FUSeg/train/labels/0370.png,1,156,138,292,267
fus_00000222,train,data/FUSeg/train/images/0372.png,data/FUSeg/train/labels/0372.png,1,164,233,267,296
fus_00000223,train,data/FUSeg/train/images/0373.png,data/FUSeg/train/labels/0373.png,1,204,217,237,248
fus_00000224,train,data/FUSeg/train/images/0374.png,data/FUSeg/train/labels/0374.png,1,167,159,248,227
fus_00000225,train,data/FUSeg/train/images/0378.png,data/FUSeg/train/labels/0378.png,1,80,137,141,260
fus_00000226,train,data/FUSeg/train/images/0379.png,data/FUSeg/train/labels/0379.png,1,177,190,225,241
fus_00000227,train,data/FUSeg/train/images/0380.png,data/FUSeg/train/labels/0380.png,1,123,258,172,312
fus_00000228,train,data/FUSeg/train/images/0381.png,data/FUSeg/train/labels/0381.png,1,147,220,216,276
fus_00000229,train,data/FUSeg/train/images/0384.png,data/FUSeg/train/labels/0384.png,1,157,200,213,243
fus_00000230,train,data/FUSeg/train/images/0385.png,data/FUSeg/train/labels/0385.png,1,189,180,241,344
fus_00000231,train,data/FUSeg/train/images/0386.png,data/FUSeg/train/labels/0386.png,1,138,196,217,268
fus_00000232,train,data/FUSeg/train/images/0387.png,data/FUSeg/train/labels/0387.png,1,162,222,181,244
fus_00000233,train,data/FUSeg/train/images/0388.png,data/FUSeg/train/labels/0388.png,1,161,259,200,302
fus_00000234,train,data/FUSeg/train/images/0389.png,data/FUSeg/train/labels/0389.png,1,129,250,177,294
fus_00000235,train,data/FUSeg/train/images/0391.png,data/FUSeg/train/labels/0391.png,1,237,20,370,298
fus_00000236,train,data/FUSeg/train/images/0392.png,data/FUSeg/train/labels/0392.png,1,147,184,220,297
fus_00000237,train,data/FUSeg/train/images/0394.png,data/FUSeg/train/labels/0394.png,1,194,64,336,314
fus_00000238,train,data/FUSeg/train/images/0395.png,data/FUSeg/train/labels/0395.png,1,183,216,276,311
fus_00000239,train,data/FUSeg/train/images/0396.png,data/FUSeg/train/labels/0396.png,1,152,96,335,388
fus_00000240,train,data/FUSeg/train/images/0397.png,data/FUSeg/train/labels/0397.png,1,183,178,306,267
fus_00000241,train,data/FUSeg/train/images/0399.png,data/FUSeg/train/labels/0399.png,1,87,152,183,277
fus_00000242,train,data/FUSeg/train/images/0400.png,data/FUSeg/train/labels/0400.png,1,180,246,202,268
fus_00000243,train,data/FUSeg/train/images/0401.png,data/FUSeg/train/labels/0401.png,1,137,76,266,251
fus_00000244,train,data/FUSeg/train/images/0404.png,data/FUSeg/train/labels/0404.png,1,174,220,240,262
fus_00000245,train,data/FUSeg/train/images/0406.png,data/FUSeg/train/labels/0406.png,1,120,291,153,319
fus_00000246,train,data/FUSeg/train/images/0408.png,data/FUSeg/train/labels/0408.png,1,149,137,448,286
fus_00000247,train,data/FUSeg/train/images/0409.png,data/FUSeg/train/labels/0409.png,1,157,197,192,237
fus_00000248,train,data/FUSeg/train/images/0410.png,data/FUSeg/train/labels/0410.png,1,160,214,192,250
fus_00000249,train,data/FUSeg/train/images/0411.png,data/FUSeg/train/labels/0411.png,1,159,208,190,241
fus_00000250,train,data/FUSeg/train/images/0413.png,data/FUSeg/train/labels/0413.png,1,135,209,160,237
fus_00000251,train,data/FUSeg/train/images/0418.png,data/FUSeg/train/labels/0418.png,1,58,101,226,259
fus_00000252,train,data/FUSeg/train/images/0419.png,data/FUSeg/train/labels/0419.png,1,215,221,241,246
fus_00000253,train,data/FUSeg/train/images/0420.png,data/FUSeg/train/labels/0420.png,1,149,201,327,289
fus_00000254,train,data/FUSeg/train/images/0421.png,data/FUSeg/train/labels/0421.png,1,137,238,207,332
fus_00000255,train,data/FUSeg/train/images/0422.png,data/FUSeg/train/labels/0422.png,1,134,249,183,362
fus_00000256,train,data/FUSeg/train/images/0423.png,data/FUSeg/train/labels/0423.png,1,116,214,277,253
fus_00000257,train,data/FUSeg/train/images/0424.png,data/FUSeg/train/labels/0424.png,1,148,0,202,355
